"BWB id"	"Titel"
"BWBR0017751"	"Uitvoeringsbesluit op de Wet op de Jeugdzorg"
"BWBR0017751"	"Uitv.besl. Wet op de Jeugdzorg"
"BWBR0017812"	"Besluit van de Minister van Buitenlandse Zaken van 22 december 2004, nr. DWM/991/04, tot vaststelling van een subsidieplafond en voortzetting van een beleidsvoornemen voor subsidiëring op grond van de Subsidieregeling Ministerie van Buitenlandse Zaken (programma Intensivering Bilaterale Betrekkingen - West-Europa)"
"BWBR0017873"	"Regeling van 1 januari 2005, nr. DJZ/BR 0011/05, houdende verlenging van de werkingsduur, alsmede een aanpassing van het bestaande beleidskader van het HGIS-Cultuurprogramma 2000-2002 (Tijdelijke regeling beleidskader HGIS-Cultuurprogramma, eerste kwartaal 2005)"
"BWBR0017959"	"Reg. verstrekkingen asielzoekers en andere categorieën vreemdelingen 2005"
"BWBR0017976"	"Regeling van de Minister van Volksgezondheid, Welzijn en Sport van 31 januari 2005, nr. Z/VU-2553629, tot vaststelling van de gevallen waarin en de voorwaarden waaronder verzekerden zorg in het buitenland kunnen verkrijgen"
"BWBR0017976"	"Besl. Min. VWS 31 januari 2005, Stcrt. 22 (Regeling zorg buitenland ZFW en AWBZ)"
"BWBR0017982"	"Beleidsregels Protocol scholing (Stcrt. 2005/126)"
"BWBR0018007"	"Regeling van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap, van 9 februari 2005, nr. WJZ/2005/2295(8161), houdende nadere regels voor de verstrekking van subsidies aan ondersteunende instellingen in de periode 2006-2008 (Tijdelijke regeling subsidiëring ondersteunende instellingen)"
"BWBR0018051"	"Besluit van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap, van 23 februari 2005, nr. WJZ/2005/4952 (8159), houdende vaststelling van subsidieplafonds op grond van het Besluit rijkssubsidiëring onderhoud monumenten voor de jaren 2006 tot en met 2015 en voor de jaren 2007 tot en met 2016, alsmede verhoging van de subsidieplafonds voor de jaren 2005 tot en met 2014 (Besluit vaststelling subsidieplafonds onderhoud monumenten 2006-2015 en 2007-2016 alsmede verhoging subsidieplafonds onderhoud monumenten 2005-2014)"
"BWBR0018053"	"Wet van 24 februari 2005, houdende wijziging van de Wet op de loonbelasting 1964, de Wet inkomstenbelasting 2001, de Wet op de vennootschapsbelasting 1969, de Wet arbeid en zorg en van enige andere wetten"
"BWBR0018125"	"Besluit van de Staatssecretaris voor Europese Zaken van 18 maart 2005, nr. DCO/h-0141, houdende vaststelling van het beleidskader HGIS Cultuurprogramma voor de periode 2005-2008"
"BWBR0018126"	"Regeling van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap van 18 maart 2005, nr. SFB/2005/2587, houdende vaststelling van de cursusgeldtarieven voor het cursusjaar 2005-2006"
"BWBR0018160"	"Regeling van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap van 1 april 2005, nr. WJZ/2005/11620 (8165), houdende nadere regels over de verstrekking van specifieke uitkeringen in het kader van cultuurbereik, beeldende kunst en vormgeving en cultuureducatie primair onderwijs (Regeling uitkeringen cultuurbereik 2005-2008)"
"BWBR0018190"	"Regeling van de Minister van Landbouw, Natuur en Voedselkwaliteit van 11 april 2005, nr. TRCJZ/2005/1118, houdende een subsidieregeling voor jonge agrariërs"
"BWBR0018228"	"Besluit van de Minister van Buitenlandse zaken van 23 april 2005, nr. DDI/ST/reg 009/2004, houdende beperking van de openbaarheid van het archief van het gezantschap in Argentinië (Buenos Aires), (1941) 1946-1954 (1958)"
"BWBR0018230"	"Besluit van de Minister van Buitenlandse zaken van 23 april 2005, nr. DDI/ST/reg 005 /2005, houdende beperking van de openbaarheid van het archief van het gezantschap te Japan (Tokio) (1880) 1923-1941 (1942) en de diplomatieke vertegenwoordiging te Japan (Tokio), 1946-1954"
"BWBR0018231"	"Besluit van de Minister van Buitenlandse zaken van 23 april 2005, nr. DDI/ST/reg 002 /2005, houdende beperking van de openbaarheid van het archief van het consulaat, consulaat-generaal te Algiers alsmede het vice-consulaat Oran (1898-1954)"
"BWBR0018232"	"Besluit van de Minister van Buitenlandse zaken van 23 april 2005, nr. DDI/ST/reg 006/2004, houdende beperking van de openbaarheid van het archief van Sectie VI (Consulaire aangelegenheden) van de Nederlandse Missie bij de Geallieerde Bestuursraad te Berlijn 1945-1957 (1969)"
"BWBR0018233"	"Besluit van de Minister van Buitenlandse zaken van 23 april 2005, nr. DDI/ST/reg 011 /2004, houdende beperking van de openbaarheid van het archief van de ambassade in de Sovjetunie (Moskou) 1943-1955 (1957)"
"BWBR0018269"	"Regeling van de Staatssecretaris van Volksgezondheid, Welzijn en Sport van 28 april 2005, nr. OHW-U-2578206, houdende vaststelling van de rekenfactor ingevolge de Wet buitengewoon pensioen 1940-1945 en de Wet buitengewoon pensioen zeelieden-oorlogsslachtoffers voor het jaar 2004"
"BWBR0018356"	"Besluit van de Minister voor Ontwikkelingssamenwerking van 25 mei 2005, nr. DJZ/BR-494/2005 tot het verlenen van mandaat aan FMO inzake het Oret/Miliev-programma"
"BWBR0018372"	"Besluit van de minister van Financiën van 31 mei 2005, nr. BenC 2005-630 M, tot beperking van de openbaarheid van naar het Nationaal Archief over te brengen archiefbescheiden van het NV/BV Belegging- en Garantie Maatschappij voor Duplicaten van Buitenlandse Effecten (BELGA) 1956-1977 (1986)"
"BWBR0018373"	"Besluit van de Minister van Financiën van 31 mei 2005, nr. BenC 2005-258 M, tot beperking van de openbaarheid van naar het Nationaal Archief over te brengen archiefbescheiden van de Centrale Vermogensopsporingsdienst 1945-1967"
"BWBR0018374"	"Besluit van de Minister van Financiën van 31 mei 2005, nr. BenC 2005-631 M, tot beperking van de openbaarheid van naar het Nationaal Archief over te brengen archiefbescheiden van de Directie Bewindvoering (1940) 1953-1965 (1982) van het Ministerie van Financiën"
"BWBR0018381"	"Regeling van de Staatssecretaris van Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer van 2 juni 2005, nr. DGM/EV2005054032, houdende regels met betrekking tot verstrekking van subsidie aan provincies ten behoeve van het externe veiligheidsbeleid voor het tijdvak 2006 tot en met 2010 (Subsidieregeling programmafinanciering EV-beleid voor andere overheden 2006-2010)"
"BWBR0018397"	"Reg. preventie, bestrijding en monitoring van besmettelijke dierziekten en zoönosen en TSE's"
"BWBR0018423"	"Regeling van de minister van Landbouw, Natuur en Voedselkwaliteit van 10 juni 2005, nr. TRCJZ/2005/1614, houdende regels met betrekking tot de subsidiering van het Actieplan BBI-Matra 2005-2008 en tot wijziging van de Regeling diverse subsidieplafonds en aanvraagperioden LNV"
"BWBR0018450"	"Wet van 16 juni 2005, houdende regeling van een sociale verzekering voor geneeskundige zorg ten behoeve van de gehele bevolking"
"BWBR0018450"	"Zorgverzekerswet"
"BWBR0018450"	"ZVW"
"BWBR0018451"	"Wet van 16 juni 2005, houdende regels inzake de aanspraak op een financiële tegemoetkoming in de premie van een zorgverzekering vanwege een laag inkomen"
"BWBR0018458"	"Besl. luchtkwaliteit 2005"
"BWBR0018472"	"AWIR"
"BWBR0018492"	"Besluit van 28 juni 2005, houdende vaststelling van een algemene maatregel van bestuur als bedoeld in de artikelen 11, 20, 22, 32, 34 en 89, van de Zorgverzekeringswet"
"BWBR0018492"	"Besl. zorgverzekering"
"BWBR0018518"	"Besluit van de Minister van Verkeer en Waterstaat, van 30 juni 2005, nr. HDJZ/S&W/2005-1348, Hoofddirectie Juridische Zaken, houdende vaststelling van een drietal subsidieprogramma's voor de periode 2005-2009 als bedoeld in artikel 2, eerste lid, van de Subsidieregeling CO2-reductie verkeer en vervoer"
"BWBR0018590"	"Meetreg. luchtkwaliteit 2005"
"BWBR0018590"	"Meetregeling Besluit Luchtkwaliteit 2005"
"BWBR0018590"	"Regeling van de Minister van Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer van 11 juli 2005, nr. LMV2005165892, houdende vaststelling van de wijze van meten en berekenen van de luchtkwaliteit."
"BWBR0018607"	"Besl. aanbestedingsregels voor overheidsopdrachten"
"BWBR0018607"	"BAO"
"BWBR0018608"	"Besl. aanbestedingen speciale sectoren"
"BWBR0018608"	"Besluit van 16 juli 2005, houdende regels betreffende de procedures voor het gunnen van opdrachten in de sectoren water- en energievoorziening, vervoer en postdiensten"
"BWBR0018639"	"Beleidsregeling houdende criteria regionale arrangementen voor de schooljaren 2005-2006 en 2006-2007, verlenging van het Toetsingskader Plan van Scholen 2005-2007 voor de periode 2007-2009, alsmede houdende criteria en procedures voor het verkrijgen van toestemming voor verplaatsing, omzetting, splitsing, nevenvestiging en het aanbieden van leerwegondersteunend onderwijs per 1 augustus 2006"
"BWBR0018668"	"Regeling uitvoering Ziekenfondswet"
"BWBR0018674"	"Besluit vergunningen"
"BWBR0018674"	"Besluit vergunningen Nbw 1998"
"BWBR0018715"	"Regl. Zorgverz."
"BWBR0018715"	"Reg. zorgverzekering"
"BWBR0018746"	"Klachtenregl. UWV 2005"
"BWBR0018785"	"Besluit van de Minister van Financiën van 19 september 2005, nr. BenC 2005-976M, tot beperking van de openbaarheid van naar het Nationaal Archief over te brengen archiefbescheiden van de Inspecteur van de Waarborg, 1804-1984"
"BWBR0018800"	"Besluit van de minister van Financiën van 25 september 2005, nr. BenC 2005-979M, tot beperking van de openbaarheid van naar het Nationaal Archief over te brengen archiefbescheiden van de Commissie Rechtsherstel Buitenlandse Effecten (CRBE) (1946) 1949-1956 (1987)"
"BWBR0018801"	"Besluit van de Minister van Financiën van 25 september 2005, nr. BenC 2005-980M, tot beperking van de openbaarheid van naar het Nationaal Archief over te brengen archiefbescheiden van de Commissie voor de Duplicaten Effecten 1954-1976"
"BWBR0018802"	"Besluit van de Minister van Financiën van 26 september 2005, nr. BenC 2005-1010M, tot beperking van de openbaarheid van naar het Nationaal Archief over te brengen archiefbescheiden van de afdeling Kabinet van het Ministerie van Financiën, 1940-1960"
"BWBR0018811"	"Regeling van de Minister van Landbouw, Natuur en Voedselkwaliteit van 29 september 2005, nr. TRCJZ/2005/2780, houdende de aanvulling van het schoolbudget voor het voorbereidend beroepsonderwijs in een AOC in het jaar 2005-2006 (Tijdelijke regeling LNV aanvulling schoolbudget voorbereidend beroepsonderwijs in een AOC 2005-2006)"
"BWBR0018812"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap van 29 september 2005, nr. PO/B&B-2005/41572 houdende vaststelling van de grondslag bekostiging personeels- en arbeidsmarktbeleid Primair Onderwijs en scholen voor praktijkonderwijs 2005-2006 (Regeling bekostiging personeels- en arbeidsmarktbeleid po 2005-2006)"
"BWBR0018816"	"Besl. kwaliteitseisen handhaving milieubeheer"
"BWBR0018818"	"Regeling van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap van 1 oktober 2005, nr. BVE/BDenI-2005/323328, houdende vaststelling eindtermen beroepsonderwijs en vaststelling overzicht bekostigde beroepsopleidingen 2006-2007, vaststelling kwalificatieprofielen experimenten 2005-2006 en wijziging van bijlage 1 behorende bij de Regeling vaststelling prijsfactoren kwalificatieprofielen 2004-2005"
"BWBR0018822"	"Besluit van 3 oktober 2005, houdende regels met betrekking tot de subsidiëring ten behoeve van de bouw van woningen in stedelijke regio's gedurende de periode 1 januari 2005 - 31 december 2009 (Besluit locatiegebonden subsidies 2005), en tot wijziging van het Besluit woninggebonden subsidies 1995 (vervallen legesvrijdom voor toegelaten instellingen)"
"BWBR0018831"	"Wet van 6 oktober 2005, houdende nieuwe regeling voor verplichte deelneming in een beroepspensioenregeling"
"BWBR0018831"	"Wvb"
"BWBR0018842"	"Besluit dagloonregels werknemersverzekering"
"BWBR0018876"	"Aanbestedingsregl. werken 2005"
"BWBR0018876"	"Besl. invoering aanbestedingsregl. werken 2005"
"BWBR0018876"	"ARW 2005"
"BWBR0018878"	"Besluit van de Minister voor Ontwikkelingssamenwerking van 14 oktober 2005, nr. DCO-215-05, tot vaststelling van een beleidsvoornemen voor de periode 2006-2010 voor subsidiëring op grond van de Subsidieregeling Ministerie van Buitenlandse Zaken (Onderzoek)"
"BWBR0018879"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap mede namens de Minister van Landbouw, Natuur en Voedselkwaliteit van 14 oktober 2005, nr. VO/OK/2005/42204, houdende Regeling doorontwikkeling praktijkonderwijs (Regeling doorontwikkeling praktijkonderwijs 2005-2006)"
"BWBR0018906"	"Wet van 20 oktober 2005 tot vereenvoudiging van het stelsel van overheidsbemoeienis met het aanbod van zorginstellingen"
"BWBR0018966"	"Besluit van de Staatssecretaris van Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer van 20 september 2005, KVI nr. 2005180250, houdende verlening van mandaat voor de uitvoering van de Subsidieregeling dieselmotoren voor binnenvaartschepen, voor zover die betrekking heeft op subsidies die in 2005 en 2006 worden aangevraagd (Mandaatbesluit SenterNovem Subsidieregeling dieselmotoren voor binnenvaartschepen betreffende 2005-2006)"
"BWBR0018966"	"Mandaatbesluit SenterNovem Subsidieregeling dieselmotoren voor binnenvaartschepen betreffende 2005-2006"
"BWBR0019001"	"Besluit van de Minister van Financiën van 8 november 2005, nr. BenC 2005-1990 N, tot beperking van de openbaarheid van naar het Nationaal Archief over te brengen archiefbescheiden van het directoraat-generaal Rijksbegroting, (1940) 1945-1979"
"BWBR0019067"	"Besluit houdende vaststelling van een vergoeding voor de voorzitter en leden van de Deelcommissie programma samenwerking opkomende markten - Economische Zaken"
"BWBR0019076"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap van 17 november 2005, nr. PO/B&B/2005/52195, houdende wijziging van de Regeling bekostiging personeels- en arbeidsmarktbeleid po 2005-2006 en de Regeling facilitering versterking bestuur en management 2005-2006, onder andere in verband met de CAO 2005-2007"
"BWBR0019087"	"Vaststelling selectielijst neerslag handelingen Prophylaxefonds (Sociale Zekerheid 1931-1950) en rechtsopvolger Praeventiefonds (Volksgezondheidsubsidies 1950-1998)"
"BWBR0019131"	"Reg. GLB-inkomenssteun"
"BWBR0019138"	"Privacyreglement Politieregister Processen-verbaal en rapporten Landelijk vaartuigenregister/Gestolen nautische documenten van de Unit Informatie Coördinatie Dienst operationele Ondersteuning en Coördinatie van het Korps landelijke politiediensten - Modelreglement Processen-verbaal en rapporten voor een politieregister dat geheel geautomatiseerd gevoerd wordt (code-nr. 94/78.PVR.2)"
"BWBR0019151"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap van 2 december 2005, nr. VO/F-2005/50446, houdende de aanpassing van de bedragen van de landelijke Gemiddelde personeelslast voor de schooljaren 2004-2005 en 2005-2006 (Regeling aanpassing bedragen landelijke gemiddelde personeelslast schooljaar 2004-2005 en 2005-2006)"
"BWBR0019152"	"Besluit d.d. 12 december 2005, Stb. 2005, 622"
"BWBR0019152"	"Besluit van 2 december 2005 tot vaststelling van een algemene maatregel van bestuur houdende regels met betrekking tot reïntegratie"
"BWBR0019195"	"Besluit van de Minister van Economische Zaken en de Minister van Financiën van 8 december 2005, nr. FEZ/BV/5721672, tot instelling van de baten-lastendienst SenterNovem"
"BWBR0019211"	"Besluit huisvesting"
"BWBR0019223"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap van 11 december 2005, nr. IB/2005/ 56252, houdende subsidieverstrekking aan Nederlandse instellingen om in het kader van het programma KANS (Koninkrijk der Nederlanden, Algemeen programma voor Nauwe Samenwerking tussen Scholen: een samenwerkingsprogramma voor scholen binnen het Koninkrijk 2006-2010) met partnerinstellingen op de Nederlandse Antillen en Aruba, projecten gericht op innovatie en kwaliteit van het onderwijs te kunnen uitvoeren"
"BWBR0019283"	"Besl. Financiële Dienstverlening"
"BWBR0019283"	"Besluit van 15 december 2005, houdende regels voor de financiële dienstverlening"
"BWBR0019357"	"Besluit beoordelingskader individuele reïntegratieovereenkomst 2006 (Stcrt. 2006/5)"
"BWBR0019388"	"Wet van 22 december 2005, houdende regels die een geconcentreerde aanpak van grootstedelijke problemen mogelijk maken"
"BWBR0019431"	"Ministeriële regeling van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap van 12 januari 2006, nr. BVE/Stelsel-2005/59103, houdende voorwaarden voor experimenten in het kader van het herontwerp van de kwalificatiestructuur/MBO en voorwaarden voor indiening van kwalificatieprofielen in het studiejaar 2006-2007"
"BWBR0019468"	"Wet van 19 januari 2006, houdende het toezicht op accountantsorganisaties"
"BWBR0019502"	"Reg. verzekeringsgeneeskundige protocollen arbeidsongeschiktheidswetten"
"BWBR0019526"	"Regeling van de Minister van Volksgezondheid, Welzijn en Sport van 3 februari 2006, nr. KICK 2652266, houdende beperking van de openbaarheid van archiefbescheiden, opgenomen in het archief van het Ministerie van Maatschappelijk Werk over de periode 1952-1965"
"BWBR0019541"	"Besluit van de Minister van Buitenlandse Zaken van 7 februari 2006, nr. DDI/ST/reg 007/2004, houdende beperking van de openbaarheid van het archief van het consulaat-generaal - gezantschap Tanger 1907-1944"
"BWBR0019542"	"Besluit van de Minister van Buitenlandse Zaken van 7 februari 2006, nr. DDI/ST/reg 008/2005, houdende beperking van de openbaarheid van het archief van het consulaat(-generaal) te Monrovia (Liberia) 1940-1954"
"BWBR0019543"	"Besluit van de Minister van Buitenlandse Zaken van 7 februari 2006, nr. DDI/ST/reg 007/2004, houdende beperking van de openbaarheid van het archief van het consulaat/consulaat-generaal/diplomatiek agentschap Caïro 1850-1949, gezantschap te Egypte (Caïro) (1881) 1921-1954 (1961) en het consulaat te Alexandrië 1895-1954"
"BWBR0019544"	"Besluit van de Minister van Buitenlandse Zaken van 7 februari 2006, nr. DDI/ST/reg 007/2005, houdende beperking van de openbaarheid van het archief van het consulaat en gezantschap van Costa Rica (1938-1954)"
"BWBR0019545"	"Besluit van de Minister van Buitenlandse Zaken van 7 februari 2006, nr. DDI/ST/reg 015/2004, houdende beperking van de openbaarheid van de archieven van het consulaat Bloemfontein 1940-1947 (1952), consulaat Durban 1916-1950, consulaat-generaal Johannesburg 1938-1954, en het gezantschap/ambassade Pretoria (1910) 1930-1954 (1955) - consulaat Pretoria (1941-1946)"
"BWBR0019546"	"Besluit van de Minister van Buitenlandse Zaken van 7 februari 2006, nr. DDI/ST/reg 001/2005, houdende beperking van de openbaarheid van het archief van de Nederlandse diplomatieke vertegenwoordiging (Militaire Missie en gezantschap) te Siam/Thailand (Bangkok) 1945-1954"
"BWBR0019547"	"Besluit van de Minister van Buitenlandse Zaken van 7 februari 2006, nr. DDI/ST/reg 004/2005, houdende beperking van de openbaarheid van het archief van het Verenigd Koninkrijk/Britse gebieden in Afrika/het consulaat-generaal Nairobi 1948-1954, het consulaat-generaal Dar Es Salaam 1927-1950 en van de consulaten te Rhodesië (Bulawayo en Salisbury) (1909) 1910-1954"
"BWBR0019548"	"Besluit van de Minister van Buitenlandse Zaken van 7 februari 2006, nr. DDI/ST/reg 010/2004, houdende beperking van de openbaarheid van het archief van het honoraire consulaat te Quito 1938-1946 en het archief van de Nederlandse Vertegenwoordiging in Quito 1947-1954"
"BWBR0019553"	"Regeling van de Minister van Volksgezondheid, Welzijn en Sport van 7 februari 2006, nr. KICK 2655472, houdende beperking van de openbaarheid van archiefbescheiden, opgenomen in het archief van de Medisch Adviseur van het Ministerie van Maatschappelijk Werk over de periode 1945-1969"
"BWBR0019554"	"Besluit van de Minister van Buitenlandse Zaken van 7 februari 2006, nr. DDI/ST/reg 001/2006, houdende beperking van de openbaarheid van de emigratiekaarten gevormd door de Nederlandse consulaire vertegenwoordigingen in Australie (1946-1991)"
"BWBR0019567"	"Besl. leveringszekerheid Elektriciteitswet 1998"
"BWBR0019574"	"Uitv.w Internationale Kinderbescherming"
"BWBR0019579"	"Regeling van de Staatssecretaris van Volksgezondheid, Welzijn en Sport van 16 februari 2006, nr. OHW-U-2657055, houdende vaststelling van de rekenfactor ingevolge de Wet buitengewoon pensioen 1940-1945 en de Wet buitengewoon pensioen zeelieden-oorlogsslachtoffers voor het jaar 2005"
"BWBR0019592"	"Besluit van de Minister van Financiën van 20 februari 2006, nr. BenC 2006-255M, tot beperking van de openbaarheid van naar het Nationaal Archief over te brengen archiefbescheiden van de Bureaus van de Financieel Attaché te New York en Washington van het Ministerie van Financiën 1940-1974"
"BWBR0019593"	"Besluit van de Minister van Financiën van 20 februari 2006, nr. BenC 2006-254M, tot beperking van de openbaarheid van naar het Nationaal Archief over te brengen archiefbescheiden van het Agentschap van het Ministerie van Financiën, 1943-1999"
"BWBR0019663"	"Besluit van 16 maart 2006, nr. 06.000758, houdende vaststelling van de selectielijst van de Raad van State op het beleidsterrein tijdelijke waarneming door de Raad van het Koninklijk gezag over de periode 1945-2000"
"BWBR0019664"	"Besluit van 16 maart 2006, nr. 06.000755, houdende vaststelling van een selectielijst van de Nationale Ombudsman op het beleidsterrein Cultuurbeheer over de periode 1945-2000"
"BWBR0019665"	"Besluit van 16 maart 2006, nr. 06.000759, houdende vaststelling van een selectielijst van de Kanselarij der Nederlandse Orden op het beleidsterrein Beheer van de Rijksbegroting over de periode 1945-2000"
"BWBR0019666"	"Besluit van 16 maart 2006, nr. 06.000757, houdende vaststelling van een selectielijst van de Nationale Ombudsman op het beleidsterrein Beheer van de Rijksbegroting over de periode 1945-2000"
"BWBR0019667"	"Besluit van 16 maart 2006, nr. 06.000754, houdende vaststelling van een selectielijst van de Hoge Raad van Adel op het beleidsterrein Cultuurbeheer over de periode 1945-2000"
"BWBR0019668"	"Besluit van 16 maart 2006, nr. 06.000751, houdende vaststelling van een selectielijst van de Eerste Kamer der Staten-Generaal op het beleidsterrein het handelen van de Staten-Generaal over de periode 1945-2002"
"BWBR0019669"	"Besluit van 16 maart 2006, nr. 06.000756, houdende vaststelling van een selectielijst van de Tweede Kamer der Staten-Generaal op het beleidsterrein Cultuurbeheer over de periode 1945-2000"
"BWBR0019670"	"Besluit van 16 maart 2006, nr. 06.000753, houdende vaststelling van een selectielijst van de Verenigde Vergadering der Staten-Generaal op het beleidsterrein het handelen van de Staten-Generaal over de periode 1945-2002"
"BWBR0019671"	"Besluit van 16 maart 2006, nr. 06.000752, houdende vaststelling van een selectielijst van de Tweede Kamer der Staten-Generaal op het beleidsterrein het handelen van de Staten-Generaal over de periode 1945-2002"
"BWBR0019694"	"Regeling van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap van 23 maart 2006, nr. SFB/2006/8561, houdende vaststelling van de cursusgeldtarieven voor het cursusjaar 2006-2007"
"BWBR0019722"	"Regeling van de Minister van Verkeer en Waterstaat houdende bepalingen met betrekking tot de verstrekking van subsidies aan de Stichting Nederland Maritiem Land (Tijdelijke subsidieregeling Nederland Maritiem Land 2006-2009)"
"BWBR0019734"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap van 5 april 2006, nr. PO/ADR/06/51034, houdende vaststelling van de bedragen lumpsumbekostiging primair onderwijs voor het schooljaar 2006-2007 (Regeling bekostiging personeel PO 2006-2007)"
"BWBR0019784"	"Besluit van 21 april 2006, houdende vaststelling van het maximumbedrag van de toeslag voor de premie van verzekering tegen ziektekosten voor gerechtigden op basis van de Wet uitkeringen burger-oorlogsslachtoffers 1940-1945 en de Wet uitkeringen vervolgingsslachtoffers 1940-1945"
"BWBR0019829"	"Regeling van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap van 4 mei 2006, nr. BVE/Stelsel-2006/12277, houdende regels voor de verstrekking van subsidie ter uitvoering van 'Van A tot Z betrokken. Aanvalsplan Laaggeletterdheid 2006-2010' (Subsidieregeling Aanvalsplan Laaggeletterdheid 2006-2010)"
"BWBR0019836"	"Besl. videoconferentie"
"BWBR0019836"	"Besluit van 8 mei 2006, houdende algemene eisen ten aanzien van het horen van personen per videoconferentie"
"BWBR0019844"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap, van 10 mei 2006, nr. PO/ZO/2006/16087, houdende subsidies in verband met scholing overblijfmedewerkers PO schooljaar 2006-2007 (Subsidieregeling scholing overblijfmedewerkers PO 2006-2007)"
"BWBR0019854"	"Besluit van de Raad van bestuur van de Sociale verzekeringsbank van 10 mei 2006, houdende de bekendmaking van de beleidsregels 2006"
"BWBR0019854"	"Besl. Beleidsregels SVB 2006"
"BWBR0019905"	"Regeling van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap van 24 mei 2006, nr. BVE/IenI-2006/22578, houdende regels voor het verstrekken van een aanvullende vergoeding voor de innovatie van het beroepsonderwijs voor de periode 2006-2009 (Regeling innovatiebox beroepsonderwijs 2006-2009)"
"BWBR0019931"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap van 1 juni 2006, nr. CFI/BVO/2006/58742, houdende de elementcodetabel voor het schooljaar 2006-2007 in verband met de telling van leerlingen in het voortgezet onderwijs per 1 oktober 2006, de opleidingentabel Volwasseneneducatie voor het schooljaar 2006-2007 en de vakcodes voor het voortgezet onderwijs en de Volwasseneneducatie per 1 augustus 2006 (Regeling elementcodetabel VO, opleidingentabel Volwasseneneducatie en vakcodetabel VO en Volwasseneneducatie schooljaar 2006-2007)"
"BWBR0019937"	"Besluit van de Staatssecretaris van Onderwijs, Cultuur en Wetenschap, van 2 juni 2006, nr. WJZ/2006/5694 (8185), houdende verhoging van subsidieplafonds op grond van het Besluit rijkssubsidiëring onderhoud monumenten voor de jaren 2006 tot en met 2015 en voor de jaren 2007 tot en met 2016 (Besluit verhoging subsidieplafonds onderhoud monumenten 2006-2015 en 2007-2016)"
"BWBR0019996"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap van 22 juni 2006, nr. AP/OKP/2006/24748, houdende regels voor verstrekking van subsidie ten behoeve van regionale samenwerkingsverbanden en landelijke expertisecentra lerarenopleidingen (Subsidieregeling regionale samenwerkingsverbanden en landelijke expertisecentra lerarenopleidingen 2006-2008)"
"BWBR0019999"	"Besluit van de Staatssecretaris voor Europese Zaken van 23 juni 2006, nr. DCO-168a/06, tot aanvulling van beleidsregels met het oog op subsidieverlening op grond van de Subsidieregeling Ministerie van Buitenlandse Zaken 2006 (HGIS-Cultuurprogramma 2005-2008)"
"BWBR0020031"	"Wet maatschappelijke ondersteuning (WMO)"
"BWBR0020031"	"Wet van 29 juni 2006, houdende nieuwe regels betreffende maatschappelijke ondersteuning"
"BWBR0020044"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap van 5 juli 2006, nr. PO/BenB-2006/26263, houdende aanpassing van de bedragen lumpsumbekostiging primair onderwijs voor het schooljaar 2006-2007 (Regeling aanpassing bekostiging personeel PO 2006-2007)"
"BWBR0020075"	"Besluit van 7 juli 2006, houdende regels betreffende de exploitatie van de luchthaven Schiphol"
"BWBR0020112"	"Besluit Landbouw"
"BWBR0020112"	"Besl. landbouw milieubeheer"
"BWBR0020138"	"Regeling van de Minister van Onderwijs, Cultuur en Wetenschap van 7 augustus 2006, nr. VO/OK/2006/28457, houdende vaststelling van screenings- en testinstrumenten ten behoeve van de indicatiestelling voor leerwegondersteunend onderwijs en praktijkonderwijs voor het schooljaar 2007-2008 (Regeling screenings- en testinstrumenten LWOO en PrO schooljaar 2007-2008)"
"BWBR0020180"	"Besluit van de Minister van Verkeer en Waterstaat van 16 augustus 2006, nr. HDJZ/S&W/2006-1068, houdende vaststelling van een drietal subsidieprogramma's voor de periode 2006-2011 als bedoeld in artikel 2, eerste lid, van de Subsidieregeling CO2-reductie verkeer en vervoer"
"BWBR0020183"	"Besl. WWB 2007"
"BWBR0020184"	"Besl. toezicht accountantsorganisaties"
"BWBR0020186"	"Besluit van 16 augustus 2006 houdende wijziging van onder meer het Rechtspositiebesluit WPO/WEC, onder meer in verband met de uitwerking van de CAO 2000-2002 en het verbruik van formatierekeneenheden vanwege bevordering van arbeidsparticipatie van ouderen"
